Url,ClaimId,ClaimText,RelatedText,ClaimReason,TranslatedClaim,ClaimType,IsCompliant,NumViolations,ViolationCodes,Warnings,SuggestedAlternative,RelatedUrls,RunTimestamp
https://www.vattenfall.nl//grootzakelijk/groen-gas/,688E083896415F65,Verduurzaam uw bedrijf met groen gas (https://www.vattenfall.nl/grootzakelijk/groen-gas/nederlands-groen-gas/),Verduurzaam uw bedrijf met groen gas (https://www.vattenfall.nl/grootzakelijk/groen-gas/nederlands-groen-gas/),"The statement directly promotes Vattenfall's green gas product as a way to make a business more sustainable, which is a classic sustainability claim per the provided definitions.",Make your business more sustainable with green gas (https://www.vattenfall.nl/grootzakelijk/groen-gas/nederlands-groen-gas/),Regular,False,1,GreenGas,"Topic Renewable Energy is satisfied.|[EmissionsClarification] Emissions clarification missing in claim and broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not in claim or page context, but found in related URLs content.|[GreenComposition] ","Maak uw bedrijf duurzamer door over te stappen op gecertificeerd Nederlands groen gas. Bij het gebruik van groen gas komt nog steeds CO₂ vrij, maar deze CO₂ is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen, waardoor er geen extra CO₂ in omloop komt. Lees meer over de herkomst en certificering van ons groen gas op https://www.vattenfall.nl/grootzakelijk/groen-gas/nederlands-groen-gas/.",https://www.vattenfall.nl/grootzakelijk/groen-gas/nederlands-groen-gas/,2026-03-02T13:46:19.5573061Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,6CBE999076C11FBA,Groen gas is zo'n duurzaam alternatief (https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas) .,Om de CO 2 -uitstoot van aardgas terug te dringen zijn we op zoek naar duurzame alterna­tieven die geschikt zijn voor het bestaande gasnet. Groen gas is zo'n duurzaam alternatief (https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas) .,"The statement describes Vattenfall's green gas as a sustainable alternative, and the context (Vattenfall product page) confirms it is about a Vattenfall offering, meeting the definition of a sustainability claim.",Green gas is such a sustainable alternative (https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas).,Regular,False,2,GreenGas|GreenGas,"Topic Renewable Energy is satisfied.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not found in claim, broader page context nor related URLs content.|[GreenComposition] ","Groen gas kan een duurzamer alternatief zijn voor aardgas, omdat het wordt geproduceerd uit organische reststromen zoals mest, gft-afval en rioolslib. Ons groen gas is gecertificeerd met Garanties van Oorsprong (GvOs) van VertiCer, zodat u zeker weet dat het daadwerkelijk uit duurzame bronnen afkomstig is. Meer informatie over de duurzaamheid en certificering van groen gas vindt u op https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas.",https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas,2026-03-02T13:46:19.1419638Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,F9F204FD95E3C31E,"Groen gas is een gas op basis van biogas (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#van-biogas-naar-groen-gas) . Biogas wordt gemaakt uit biomassa: afval uit landbouw, industrie en huishoudens. Met groen gas in het gasnet is er minder aardgas nodig voor het verwarmen van woningen en in de industrie. Dat scheelt in de uitstoot van CO 2 .","Groen gas is een gas op basis van biogas (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#van-biogas-naar-groen-gas) . Biogas wordt gemaakt uit biomassa: afval uit landbouw, industrie en huishoudens. Met groen gas in het gasnet is er minder aardgas nodig voor het verwarmen van woningen en in de industrie. Dat scheelt in de uitstoot van CO 2 .","On a Vattenfall page, statements about green gas and its CO₂ benefits are considered claims about Vattenfall's green gas product, per the rules.","Green gas is a gas based on biogas (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#van-biogas-naar-groen-gas). Biogas is made from biomass: waste from agriculture, industry, and households. With green gas in the gas network, less natural gas is needed for heating homes and in industry. This reduces CO2 emissions.",Regular,True,0,,"[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not in claim or page context, but found in related URLs content.|[GreenComposition] ",,https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#van-biogas-naar-groen-gas,2026-03-02T13:46:18.7832915Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,D990CE4A30C34823,"Groen gas is een duurzamer alternatief voor aardgas omdat het gemaakt wordt uit natuurlijke grondstoffen, zoals organisch afval, mest en rioolslib.","Groen gas is een duurzamer alternatief voor aardgas omdat het gemaakt wordt uit natuurlijke grondstoffen, zoals organisch afval, mest en rioolslib. Om groen gas te maken, is eerst biogas (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/#biogas) nodig. Biogas kan worden gemaakt door biomassa (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/) , materiaal van dierlijke of plantaardige herkomst, om te zetten in gas. Het ontstane biogas wordt daarna gezuiverd en verbeterd, zodat er groen gas ontstaat. De CO 2 die met groen gas wordt uitgestoten, is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO2 (https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/) in omloop.","On a Vattenfall page, statements about green gas sustainability are considered claims about the Vattenfall Green Gas product, per the inclusion rules.","Green gas is a more sustainable alternative to natural gas because it is made from natural raw materials, such as organic waste, manure, and sewage sludge.",Regular,False,2,GreenGas|GreenGas,"[EmissionsClarification] Emissions clarification missing in claim and broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not found in claim, broader page context nor related URLs content.|[GreenComposition] ","Groen gas is een duurzamer alternatief voor aardgas omdat het gemaakt wordt uit natuurlijke grondstoffen, zoals organisch afval, mest en rioolslib. Om groen gas te maken, is eerst biogas nodig. Biogas kan worden gemaakt door biomassa, materiaal van dierlijke of plantaardige herkomst, om te zetten in gas. Het ontstane biogas wordt daarna gezuiverd en verbeterd, zodat er groen gas ontstaat. Bij het gebruik van groen gas komt er nog steeds CO₂ vrij, maar deze CO₂ is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO₂ in omloop. | Groen gas is een alternatief voor aardgas omdat het gemaakt wordt uit natuurlijke grondstoffen, zoals organisch afval, mest en rioolslib. Ons groen gas is gecertificeerd met Garanties van Oorsprong (GvOs) van VertiCer, waardoor u zeker weet dat het daadwerkelijk uit duurzame bronnen komt.",https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/#biogas|https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/|https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/,2026-03-02T13:46:18.1622247Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,7DEC1AADFB5FB855,"Voor de productie van groen gas worden natuurlijke restmaterialen (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#hoe-duurzaam-is-groen-gas) gebruikt. die niet voor andere doeleinden gebruikt kunnen worden (zoals mest, slib en gft-afval (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/#biomassa-in-het-kort) ). Er komt geen extra CO2 (https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/) bij vrij.","Voor de productie van groen gas worden natuurlijke restmaterialen (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#hoe-duurzaam-is-groen-gas) gebruikt. die niet voor andere doeleinden gebruikt kunnen worden (zoals mest, slib en gft-afval (https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/#biomassa-in-het-kort) ). Er komt geen extra CO2 (https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/) bij vrij.","On a Vattenfall page, statements about the sustainability of green gas are considered Vattenfall sustainability claims, as they describe the environmental benefits of a Vattenfall product.","For the production of green gas, natural residual materials are used that cannot be used for other purposes (such as manure, sludge, and organic waste). No additional CO2 is released.",Regular,True,0,,"Topic Renewable Energy is satisfied.|[EmissionsClarificationPage] Emissions clarification absent in claim text; relying on broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not in claim or page context, but found in related URLs content.|[GreenComposition] ",,https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/groen-gas/#hoe-duurzaam-is-groen-gas|https://www.milieucentraal.nl/klimaat-en-aarde/energiebronnen/biomassa/#biomassa-in-het-kort|https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/,2026-03-02T13:46:16.5252573Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,E83A6883097FEDB1,"Wij dragen actief bij aan de vergroting van het aanbod van groen gas. Zo hebben we begin 2024 een duur&shy;zame samenwerking met Renewi afgesloten. Vattenfall zal jaarlijks ruim 7,5 miljoen m3  groen gas afnemen van Renewi. Het groene gas gemaakt uit etensresten wordt toegevoegd aan het reguliere gasnetwerk, waar het zich vermengt met het aardgas en zo onze gasmix verduurzaamt.","Wij dragen actief bij aan de vergroting van het aanbod van groen gas. Zo hebben we begin 2024 een duur&shy;zame samenwerking met Renewi afgesloten. Vattenfall zal jaarlijks ruim 7,5 miljoen m3  groen gas afnemen van Renewi. Het groene gas gemaakt uit etensresten wordt toegevoegd aan het reguliere gasnetwerk, waar het zich vermengt met het aardgas en zo onze gasmix verduurzaamt.  Hoe we onze gasmix verduurzamen (https://www.vattenfall.nl/grootzakelijk/klanten-vertellen/renewi/#gas)","The statement describes a Vattenfall activity (sourcing and injecting green gas) that claims to make its gas mix more sustainable, directly asserting an environmental benefit of a Vattenfall product/service.","We actively contribute to increasing the supply of green gas. For example, at the beginning of 2024, we entered into a sustainable partnership with Renewi. Vattenfall will purchase over 7.5 million m³ of green gas from Renewi annually. The green gas, made from food waste, is added to the regular gas network, where it mixes with natural gas and thus makes our gas mix more sustainable.",Regular,False,1,GreenGas,"[EmissionsClarificationPage] Emissions clarification absent in claim text; relying on broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not found in claim, broader page context nor related URLs content.|[GreenComposition] ","Wij dragen actief bij aan de vergroting van het aanbod van groen gas. Zo hebben we begin 2024 een duurzame samenwerking met Renewi afgesloten, omdat het groene gas dat wij afnemen gecertificeerd is met Garanties van Oorsprong (GvOs) van VertiCer. Vattenfall zal jaarlijks ruim 7,5 miljoen m3  groen gas afnemen van Renewi. Het groene gas gemaakt uit etensresten wordt toegevoegd aan het reguliere gasnetwerk, waar het zich vermengt met het aardgas en zo onze gasmix verduurzaamt.",https://www.vattenfall.nl/grootzakelijk/klanten-vertellen/renewi/#gas,2026-03-02T13:46:16.0216826Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,5FAF235C487DBECE,"De CO 2 die met groen gas wordt uitgestoten, is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO2 (https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/) in omloop.","De CO 2 die met groen gas wordt uitgestoten, is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Er komt dus geen extra CO2 (https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/) in omloop.","This statement explains the CO₂-neutral characteristic of green gas, which is a Vattenfall product, thus meeting the definition of a Vattenfall sustainability claim.","The CO2 emitted with green gas was previously absorbed from the air by the biogenic raw materials used. Therefore, no additional CO2 is released into circulation.",Regular,False,2,GreenGas|GreenGas,"Topic Renewable Energy is satisfied.|[EmissionsClarification] Emissions clarification missing in claim and broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not found in claim, broader page context nor related URLs content.|[GreenComposition] ","Bij het gebruik van groen gas komt er nog steeds CO2 vrij, maar deze CO2 is eerder door de gebruikte biogrondstoffen uit de lucht opgenomen. Volgens de emissiefactoren (https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/) is er geen netto toename van CO2, mits de volledige keten wordt meegenomen. De uitstoot wordt dus niet volledig geëlimineerd. Ons groen gas is gecertificeerd met Garanties van Oorsprong (GvOs) van VertiCer.",https://co2emissiefactoren.nl/factoren/2024/10/brandstoffen-energieopwekking/,2026-03-02T13:46:15.3113016Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,0954F5435707037A,"Het gas is een duurzaam alternatief voor aardgas, dat geschikt is voor het bestaande gasnet.","Vattenfall is in maart 2023 officieel toegetreden tot het ReFerm consortium als afnemer van groen gas. Het groen gas wordt geproduceerd uit mest in kleinschalige vergisters bij Nederlandse (melk)veehouders. Het gas is een duurzaam alternatief voor aardgas, dat geschikt is voor het bestaande gasnet.  Lees meer over de toetreding (https://ekwadraat.com/nieuws/referm-verwelkomt-vattenfall-als-afnemer-van-groen-gas/)",This is a Vattenfall sustainability claim because it describes Vattenfall's purchase of green gas and explicitly states its sustainability benefit as an alternative to natural gas.,"The gas is a sustainable alternative to natural gas, suitable for the existing gas network.",Regular,False,1,GreenGas,"Topic Renewable Energy is satisfied.|[EmissionsClarification] Emissions clarification missing in claim and broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not in claim or page context, but found in related URLs content.|[GreenComposition] ","Het groen gas, geproduceerd uit mest in kleinschalige vergisters bij Nederlandse (melk)veehouders, is geschikt voor het bestaande gasnet. Het gas wordt gemaakt uit biogrondstoffen die eerder CO₂ uit de lucht hebben opgenomen. Bij het gebruik van groen gas komt nog steeds CO₂ vrij, maar er komt geen extra CO₂ in omloop. Meer informatie over de herkomst en duurzaamheid van dit gas vindt u op https://ekwadraat.com/nieuws/referm-verwelkomt-vattenfall-als-afnemer-van-groen-gas/.",https://ekwadraat.com/nieuws/referm-verwelkomt-vattenfall-als-afnemer-van-groen-gas/,2026-03-02T13:46:14.7013658Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,287330EB86F54245,Het klimaatakkoord (https://www.rijksoverheid.nl/onderwerpen/klimaatverandering/klimaatverandering-beperken) in Nederland heeft ambitieuze doelen gesteld om de CO 2 -uitstoot te verminderen en de overgang naar een duurzame energievoorziening te versnellen.,Het klimaatakkoord (https://www.rijksoverheid.nl/onderwerpen/klimaatverandering/klimaatverandering-beperken) in Nederland heeft ambitieuze doelen gesteld om de CO 2 -uitstoot te verminderen en de overgang naar een duurzame energievoorziening te versnellen. Zo ook op het gebied van gas. Om de CO 2 -uitstoot van aardgas terug te dringen zijn we op zoek naar duurzame alterna­tieven die geschikt zijn voor het bestaande gasnet. Groen gas is zo'n duurzaam alternatief (https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas) .,"The statement describes green gas as a sustainable alternative and links directly to Vattenfall's green gas product, meeting the criteria for a Vattenfall sustainability claim.",The climate agreement (https://www.rijksoverheid.nl/onderwerpen/klimaatverandering/klimaatverandering-beperken) in the Netherlands has set ambitious goals to reduce CO2 emissions and accelerate the transition to a sustainable energy supply.,Ambition,False,1,GreenGas,"[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not found in claim, broader page context nor related URLs content.|[GreenComposition] ","Het klimaatakkoord in Nederland heeft als ambitie om de CO2-uitstoot in 2030 met 49% te verminderen ten opzichte van 1990 (zie https://www.rijksoverheid.nl/onderwerpen/klimaatverandering/klimaatverandering-beperken). Hiervoor zijn maatregelen opgenomen, zoals het stimuleren van duurzame energie en het zoeken naar alternatieven voor aardgas, waaronder groen gas. Groen gas is zo'n duurzaam alternatief, omdat het gecertificeerd is met Garanties van Oorsprong (GvOs) van VertiCer, waardoor de herkomst en duurzaamheid van het gas worden gegarandeerd.",https://www.rijksoverheid.nl/onderwerpen/klimaatverandering/klimaatverandering-beperken|https://www.vattenfall.nl/grootzakelijk/groen-gas/#groengas,2026-03-02T13:46:14.3785783Z
https://www.vattenfall.nl//grootzakelijk/groen-gas/,CA8B7584A00D665F,Wij hebben het voornemen om 100% groen gas te leveren aan onze klanten thuis en in het mkb die in 2040 nog gas verbruiken.,Wij hebben het voornemen om 100% groen gas te leveren aan onze klanten thuis en in het mkb die in 2040 nog gas verbruiken. Vattenfall draagt hiervoor actief bij aan de enorme vergroting van het aanbod van groen gas dat nodig is om dit mogelijk te maken.  We helpen onze klanten op weg (https://www.vattenfall.nl/over-vattenfall/wat-we-doen/we-helpen-onze-klanten-op-weg/#doen),"This is a Vattenfall sustainability claim because it states a concrete ambition for a Vattenfall product (green gas) with a clear sustainability angle (100% green gas by 2040), and describes Vattenfall's active role in enabling this.",We intend to supply 100% green gas to our residential and SME customers who will still be using gas in 2040.,Ambition,False,1,GreenGas,"Topic Renewable Energy is satisfied.|[EmissionsClarificationPage] Emissions clarification absent in claim text; relying on broader page context.|[FossilFreeTerminology] |[CertificationVertiCer] Certification explanation not found in claim, broader page context nor related URLs content.|[GreenComposition] ","Wij hebben het voornemen om in 2040 100% groen gas te leveren aan onze particuliere en mkb-klanten die dan nog gas verbruiken. Ons groen gas is gecertificeerd met Garanties van Oorsprong (GvOs) van VertiCer, zodat u zeker weet dat het gas daadwerkelijk een duurzame herkomst heeft. We werken hieraan door actief bij te dragen aan de vergroting van het aanbod van groen gas. Meer informatie over onze aanpak, concrete stappen en tussentijdse doelen vindt u op https://www.vattenfall.nl/over-vattenfall/wat-we-doen/we-helpen-onze-klanten-op-weg/#doen.",https://www.vattenfall.nl/over-vattenfall/wat-we-doen/we-helpen-onze-klanten-op-weg/#doen,2026-03-02T13:46:13.9352780Z
https://www.vattenfall.nl//stroom-gas/wat-is-duurder-gas-of-stroom/,D85B683A9020C43B,"Onze groene stroom wordt opgewekt uit hernieuwbare bronnen, zoals zonne- en windenergie. In de afgelopen jaren hebben we 100% groene stroom (https://www.vattenfall.nl/groene-stroom/) geleverd aan klanten thuis en in het mkb. Meer informatie hierover vind je in het stroometiket (https://www.vattenfall.nl/stroom/stroometiket/) .","Onze groene stroom wordt opgewekt uit hernieuwbare bronnen, zoals zonne- en windenergie. In de afgelopen jaren hebben we 100% groene stroom (https://www.vattenfall.nl/groene-stroom/) geleverd aan klanten thuis en in het mkb. Meer informatie hierover vind je in het stroometiket (https://www.vattenfall.nl/stroom/stroometiket/) .","The statement describes the environmental benefits of Vattenfall's green electricity product, specifying renewable sources and 100% delivery to customers, which fits the definition of a Vattenfall sustainability claim.","Our green electricity is generated from renewable sources, such as solar and wind energy. In recent years, we have supplied 100% green electricity (https://www.vattenfall.nl/groene-stroom/) to customers at home and in small and medium-sized businesses. More information about this can be found in the electricity label (https://www.vattenfall.nl/stroom/stroometiket/).",Regular,False,3,GreenElectricity|EnergyLabel|EnergyLabel,"[GroenUitNlProduct] |De tekst moet duidelijk maken dat het net een mix van groene en grijze stroom bevat, tenzij het aanbod exclusief groen is.","Onze groene stroom wordt opgewekt uit hernieuwbare bronnen, zoals zonne- en windenergie. In de afgelopen jaren hebben we 100% groene stroom geleverd aan klanten thuis en in het mkb. Houd er rekening mee dat het elektriciteitsnet een mix van groene en grijze stroom bevat. Het stroometiket elektriciteit (https://www.vattenfall.nl/stroom/stroometiket/) laat zien uit welke energiebronnen onze stroom is opgewekt en geeft de samenstelling van de geleverde elektriciteit weer voor het betreffende jaar. Zo kunt u precies zien welk aandeel afkomstig is van zon, wind en andere bronnen.",https://www.vattenfall.nl/groene-stroom/|https://www.vattenfall.nl/stroom/stroometiket/,2026-03-02T13:42:39.7898911Z
